"","Target","Molecule","ScaID"
"619","ITA4","VWDASDWMYRCPOB-KYJUHHDHSA-N","Sca103740"
"620","ITA4","WQKGOLGYPXZSSX-QFIPXVFZSA-N","Sca110623"
"621","ITA4","OIMQYWATTYNADK-OXIOLLRCSA-N","Sca120505"
"622","ITA4","MUAVLVQNZMLEAP-ICTDUYRTSA-N","Sca146192"
"623","ITA4","XFVTZTQCGZVSDX-PMACEKPBSA-N","Sca92681"
"624","ITA4","BOZBYFDEPITTPF-KYJUHHDHSA-N","Sca103726"
"625","ITA4","GLJNHEQKGADNBQ-VXKWHMMOSA-N","Sca11800"
"626","ITA4","XUKMLGOSDAVWPM-DQEYMECFSA-N","Sca103737"
"627","ITA4","VSPGOHCWYWVAIX-NRFANRHFSA-N","Sca110623"
"628","ITA4","DOJRXKAOYCDVRA-VXKWHMMOSA-N","Sca92681"
"629","ITA4","AGLXNRRKSIENTD-KRWDZBQOSA-N","Sca110624"
"630","ITA4","MYVWWHHYGXPOOR-QFIPXVFZSA-N","Sca110623"
"631","ITA4","ZRZRMFPBYJFMQN-BPARTEKVSA-N","Sca110623"
"632","ITA4","BTGVFQXCQFVKOT-FQEVSTJZSA-N","Sca110624"
"633","ITA4","FPQBJCFWZGCTHD-KYJUHHDHSA-N","Sca103726"
"634","ITA4","DJDNQYHILBKCSK-OALUTQOASA-N","Sca92681"
"635","ITA4","PQAJPRNIUFHIOE-QFIPXVFZSA-N","Sca110623"
"636","ITA4","GAMPPXBDIFOQMZ-VMPREFPWSA-N","Sca103726"
"637","ITA4","ALXNISHJJRZATF-YTMVLYRLSA-N","Sca103726"
"638","ITA4","TZXKLMVMNJVFHX-SVBPBHIXSA-N","Sca103738"
"639","ITA4","OIQZAMZTLHTQQB-MDNUFGMLSA-N","Sca160063"
"640","ITA4","QYLBKXAXCZCWNI-UIOOFZCWSA-N","Sca103733"
"641","ITA4","DWWRBBBYJCGWGH-YNJKOYDBSA-N","Sca117385"
"642","ITA4","MOLSBIJQBRSJQZ-MHZHKKNFSA-N","Sca117391"
"643","ITA4","RPYHKNXKWKZJCZ-YCKQIAHZSA-N","Sca120511"
"644","ITA4","QEPXZBPJIPFLAZ-OALUTQOASA-N","Sca92681"
"645","ITA4","RIGBAGKCAINEEX-UHFFFAOYSA-N","Sca117391"
"646","ITA4","IDUJCWSNHNVWRK-SLTKKEMYSA-N","Sca146179"
"647","ITA4","GZKJUWNVJUCJGE-IBGZPJMESA-N","Sca110624"
"648","ITA4","JRYRCJCRZSYGMZ-QHCPKHFHSA-N","Sca110623"
"649","ITA4","KXDHHOHONIXTFW-SVBPBHIXSA-N","Sca103736"
"650","ITA4","UIGJZBBMXXMIRM-SFTDATJTSA-N","Sca92681"
"651","ITA4","WIBDJDYXWICGSX-SFTDATJTSA-N","Sca92681"
"652","ITA4","ZVYKWIXTSCOLQS-NYMACZPPSA-N","Sca117385"
"653","ITA4","IXKJOSLEQCGVAX-SFTDATJTSA-N","Sca92681"
"654","ITA4","CTRIJHIVZHRDHX-INAZGPRKSA-N","Sca116174"
"655","ITA4","WRDAJCAOSGLLQW-SFTDATJTSA-N","Sca92681"
"656","ITA4","WSLYGTJBLAWGMH-UPRLRBBYSA-N","Sca159990"
"657","ITA4","FQJKZZROWKIEKJ-QFIPXVFZSA-N","Sca110623"
"658","ITA4","FIDSZJIEJDCVCK-UIOOFZCWSA-N","Sca103742"
"659","ITA4","BXUFJUMJIGONEH-CPESWEKQSA-N","Sca146186"
"660","ITA4","FHRCPGGLVYYPQM-GOTSBHOMSA-N","Sca92681"
"661","ITA4","HYXDOLUWKMWHER-ROUUACIJSA-N","Sca92681"
"662","ITA4","VVZGYMGXVWZKDS-QHCPKHFHSA-N","Sca110623"
"663","ITA4","CFXNSLXHWYNOJM-YTMVLYRLSA-N","Sca103726"
"664","ITA4","JKNAIRNASBFJCR-JDXGNMNLSA-N","Sca103726"
"665","ITA4","KDGCHSNISWPLLL-RBZQAINGSA-N","Sca159922"
"666","ITA4","KDGCHSNISWPLLL-RBZQAINGSA-N","Sca159996"
"667","ITA4","WKOSSYRAWDMPBE-VMPREFPWSA-N","Sca103726"
"668","SFRP1","KHJCNXWNUWJMQA-UHFFFAOYSA-N","Sca120451"
"669","SFRP1","LXMVIRZQJKZCNH-SANMLTNESA-N","Sca120494"
"670","SFRP1","OFNCRSCSSBSRLH-QFIPXVFZSA-N","Sca120495"
"671","SFRP1","FCXCNDHEICKHMB-QHCPKHFHSA-N","Sca120495"
"672","SFRP1","KTXPWQMRCCXMLX-UHFFFAOYSA-N","Sca145921"
"673","SFRP1","PVSIUMMRWKXDQI-UHFFFAOYSA-N","Sca145923"
"674","SFRP1","ORINJDXPCRWIDA-UHFFFAOYSA-N","Sca126949"
"675","SFRP1","CUKVPVAQKUDUCX-FQEVSTJZSA-N","Sca120495"
"676","SFRP1","AFFKILKRCQTYFJ-QFIPXVFZSA-N","Sca120497"
"677","SFRP1","FCXCNDHEICKHMB-HSZRJFAPSA-N","Sca120495"
"678","SFRP1","OJSUGALSWDZDPW-UHFFFAOYSA-N","Sca120451"
"679","SFRP1","KFRQUJGHHZKEBM-NRFANRHFSA-N","Sca120495"
"680","SFRP1","SSUGDKOLNYAHSD-UHFFFAOYSA-N","Sca120451"
"681","SFRP1","IPZIECHJCHUYLR-UHFFFAOYSA-N","Sca120451"
"682","SFRP1","XVNXQYZVQVAWDS-SANMLTNESA-N","Sca120494"
"683","SFRP1","XFXVQPUPMFDVMJ-UHFFFAOYSA-N","Sca120451"
"684","SFRP1","RGUYWJIIGGMBKL-UHFFFAOYSA-N","Sca120451"
"685","SFRP1","NRLJWPWRBPODBR-VWLOTQADSA-N","Sca120495"
"686","SFRP1","ZMBNIOOXNAOASY-UHFFFAOYSA-N","Sca120451"
"687","SFRP1","JFLCMQLJIGPPDH-QHCPKHFHSA-N","Sca120495"
"688","SFRP1","CVIGLQTTWLTQEY-QHCPKHFHSA-N","Sca120495"
"689","SFRP1","JFPHZEPZNXSNSJ-QHCPKHFHSA-N","Sca120495"
"690","SFRP1","XIZVLGVGWZCHHV-QFIPXVFZSA-N","Sca120495"
"691","SFRP1","WAWYMBXODUTKBX-VWLOTQADSA-N","Sca120536"
"692","SFRP1","GMKQKEGOSSISFQ-MRXNPFEDSA-N","Sca145948"
"693","SFRP1","QEZJBOCRIJFLSU-IBGZPJMESA-N","Sca120500"
"694","SFRP1","AERQFFVIPCVLOX-UHFFFAOYSA-N","Sca145942"
"695","SFRP1","SCZIDLPYDKQSDR-QFIPXVFZSA-N","Sca120495"
"696","SFRP1","NXZLEGQRQRCEMR-UHFFFAOYSA-N","Sca120451"
"697","SFRP1","HRJIEWRZLGFGAR-UHFFFAOYSA-N","Sca120451"
"698","SFRP1","AELXQWOSRFXARF-UHFFFAOYSA-N","Sca120451"
"699","SFRP1","MLOSYDVMRNVHCU-UHFFFAOYSA-N","Sca120451"
"700","SFRP1","GMKQKEGOSSISFQ-INIZCTEOSA-N","Sca145948"
"701","SFRP1","CMBLTTQIISKVDF-UHFFFAOYSA-N","Sca145945"
"702","SFRP1","DZZDRRLIAVIQQC-UHFFFAOYSA-N","Sca120451"
"703","SFRP1","FCMPZNLRTQBTNK-UHFFFAOYSA-N","Sca120451"
"704","SFRP1","JXGZVPQNJLPIJI-UHFFFAOYSA-N","Sca145923"
"705","SFRP1","SDSTZLISEIZBEK-UHFFFAOYSA-N","Sca120451"
"706","SFRP1","IVGIETSLCFMRPI-QHCPKHFHSA-N","Sca120495"
"707","SFRP1","WNOXBWBWUOWWNS-DEOSSOPVSA-N","Sca120495"
"708","SFRP1","UEBXCNMAUOGYOC-UHFFFAOYSA-N","Sca120451"
"709","SFRP1","HOTXSNGAZNYULY-LJQANCHMSA-N","Sca145948"
"710","SFRP1","CUKVPVAQKUDUCX-HXUWFJFHSA-N","Sca120495"
"711","SFRP1","HOTXSNGAZNYULY-IBGZPJMESA-N","Sca145948"
"712","SFRP1","NXCMKECHBLCASW-UHFFFAOYSA-N","Sca120451"
"713","SFRP1","KRQSYJIYPLUQBO-UHFFFAOYSA-N","Sca145923"
"714","SFRP1","MBLSOEXVEPXAFY-UHFFFAOYSA-N","Sca145919"
"715","SFRP1","IXLRWKPASUYBNA-NDEPHWFRSA-N","Sca120494"
"716","SFRP1","QWHSQMJRLKQTCQ-MHZLTWQESA-N","Sca120494"
"717","SFRP1","BJYVJTMJQKDWCY-UHFFFAOYSA-N","Sca145939"
"718","SFRP1","PQBNFEISXDMHEA-UHFFFAOYSA-N","Sca126949"
"719","SFRP1","XFTABBDNRWFISL-UHFFFAOYSA-N","Sca145923"
"720","SFRP1","UEYJJECWJGJDKU-SANMLTNESA-N","Sca120494"
"721","SFRP1","RIBOGOWWMKNBLE-DEOSSOPVSA-N","Sca120557"
"722","SFRP1","UXNPRYKJQXSNLA-UHFFFAOYSA-N","Sca146013"
"723","SFRP1","KSXYQIJYFSNPEV-UHFFFAOYSA-N","Sca145945"
"724","ULA1","PGAMXUGSHMQFKD-BPAMBQHCSA-N","Sca204839"
"725","ULA1","PGAMXUGSHMQFKD-BPAMBQHCSA-N","Sca197763"
"726","ULA1","BGFQHCHLBHLYBO-UHFFFAOYSA-N","Sca78330"
"727","ULA1","AQGFWBQRVLPCIX-QXGSTGNESA-N","Sca215170"
"728","GDIR1","ZDUOPDTYYHIXSY-UHFFFAOYSA-N","Sca268444"
"729","GDIR1","UTVPCECSRXIEDH-UHFFFAOYSA-N","Sca268446"
"730","GDIR1","CUJPUWSIKWTBRS-UHFFFAOYSA-N","Sca268442"
"731","GDIR1","ODUYVHAFJTXMAF-UHFFFAOYSA-N","Sca268442"
"732","GDIR1","RTCFKJVSDGLJAM-UHFFFAOYSA-N","Sca268442"
"733","GDIR1","HWGXVQXOZZVGKP-UHFFFAOYSA-N","Sca268442"
"734","GRP78","DRKBZEJUOBNVRH-TXWYELBGSA-N","Sca257585"
"735","S22A2","FELGMEQIXOGIFQ-UHFFFAOYSA-N","Sca1077"
"736","ERG","PDLXDQOODGXTSQ-UHFFFAOYSA-N","Sca164466"
"737","FCGRN","CWOOKRFILFLASV-MTGNCUGXSA-N","Sca151225"
"738","FCGRN","AJONUWHGRIXLLX-SCOIVGQKSA-N","Sca122568"
"739","FCGRN","WYKYRXRDTYKWKS-MDOMHRAVSA-N","Sca122713"
"740","FCGRN","LKBLHJOWLIGXFE-VVYPNXECSA-N","Sca151291"
"741","FCGRN","FOVBJJGWGDWTDE-YLCXNRQGSA-N","Sca122518"
"742","FCGRN","KDMOSSJUYPQAQO-WXMHCLMHSA-N","Sca151112"
"743","FCGRN","AWJZCTWSNSTNSL-XEHZEODUSA-N","Sca151164"
"744","FCGRN","YNUAWVMAHNXUNN-LEXWUHMVSA-N","Sca122709"
"745","FCGRN","FYNRYPLZXPBKDJ-MRJVFGEUSA-N","Sca151258"
"746","FCGRN","SCSQJZGLKUSLQN-DDYKXYLHSA-N","Sca151269"
"747","FCGRN","LXQNZMOUNDTJSQ-DDYKXYLHSA-N","Sca151236"
"748","FCGRN","XVQSPNCSNCKCMI-PCQLJHSASA-N","Sca151094"
"749","FCGRN","UAGKVIDRFRKEDI-XIVIGCOOSA-N","Sca213701"
"750","FCGRN","GFFSZUTYGTVFIJ-SJGHIIINSA-N","Sca122558"
"751","FCGRN","JEIMZUGCWUMMDE-IOHXCNKMSA-N","Sca151188"
"752","FCGRN","YAVIMENCSPKIEW-CEQWYFBNSA-N","Sca151151"
"753","FCGRN","YUSUJMUGYDVKGK-XLCKGBBFSA-N","Sca151214"
"754","FCGRN","RGGXRDUKCFGKPM-QZEYALEASA-N","Sca213712"
"755","FCGRN","BFRWCVKBSPHHQE-QZVFHPQMSA-N","Sca151201"
"756","FCGRN","GKJCQNBXNUROBJ-MOZDKIGJSA-N","Sca122567"
"757","FCGRN","XJMSSJXEWKKJAD-UBJADOFFSA-N","Sca151280"
"758","FCGRN","GKCNAQLLJFDJQV-FSXZOGRCSA-N","Sca151302"
"759","FCGRN","VQKDVUMXEKQBRJ-BHTBMSJOSA-N","Sca151080"
"760","FCGRN","DFZNYFWFCYPCIR-RTUTXIKTSA-N","Sca151100"
"761","FCGRN","FWVGXRFGTDNWQB-NBXYRGRJSA-N","Sca122731"
"762","FCGRN","PVIYYNJGDLWYSH-YUZQCPTASA-N","Sca151247"
"763","FCGRN","SESMHPMBBHAZKM-PUBHSFPPSA-N","Sca122557"
"764","FCGRN","YKZSQGCXTZLZOS-DSRPWJRPSA-N","Sca151269"
"765","FCGRN","OOPGUWBDBVXBMU-MCJNUYKLSA-N","Sca151313"
"766","FCGRN","VAIDAYMHHSPUQQ-YKLLJAJXSA-N","Sca151280"
"767","FCGRN","ISEDOUIWHCJEGY-MDOMHRAVSA-N","Sca122727"
"768","FCGR1","NIJWTRSAOSNCDN-UHFFFAOYSA-N","Sca221345"
"769","RB","CFJGSVKNNIFWEA-PDGQHHTCSA-N","Sca105581"
"770","RB","CUISPPCDYZFGCY-ZDLGFXPLSA-N","Sca121318"
"771","RB","WYFUXDSMNLVNEA-YVLHZVERSA-N","Sca121463"
"772","OXDA","GBKJBLSNEGIWJA-UHFFFAOYSA-N","Sca262070"
"773","OXDA","QIRLDCUTLAYUPK-UHFFFAOYSA-N","Sca262070"
"774","OXDA","KSJRGIGUGWMMBD-UHFFFAOYSA-N","Sca262070"
"775","OXDA","OYDQAHODYSAGRS-UHFFFAOYSA-N","Sca262070"
"776","OXDA","BIISEZMDGZUJAP-UHFFFAOYSA-N","Sca262070"
"777","OXDA","LDUUJPGOLSYLJZ-UHFFFAOYSA-N","Sca262070"
"778","OXDA","NUAPWTCTHSYDCT-UHFFFAOYSA-N","Sca262070"
"779","OXDA","KHESVTNQVXIVSP-UHFFFAOYSA-N","Sca508"
"780","OXDA","YXOSTLAVOGHKTR-UHFFFAOYSA-N","Sca262070"
"781","OXDA","QIYXDLCDMZKCFU-UHFFFAOYSA-N","Sca262070"
"782","OXDA","IGGLKXPOEWPXLI-UHFFFAOYSA-N","Sca508"
"783","OXDA","MJSHZASASKWUBV-UHFFFAOYSA-N","Sca262070"
"784","OXDA","RRZQDCABUJVEJJ-UHFFFAOYSA-N","Sca262070"
"785","OXDA","JSSMKIDTDSEMER-UHFFFAOYSA-N","Sca508"
"786","OXDA","IUSQWHSWMLHBQZ-UHFFFAOYSA-N","Sca508"
"787","OXDA","AJMZFXUDUORRMI-UHFFFAOYSA-N","Sca508"
"788","OXDA","ICZHAIHQUGBMCM-UHFFFAOYSA-N","Sca262070"
"789","OXDA","LYQFMMLJFDMKCI-UHFFFAOYSA-N","Sca262070"
"790","OXDA","CUCMYHOPTSUPIM-UHFFFAOYSA-N","Sca117270"
"791","OXDA","DIYWXPZODYIZLJ-UHFFFAOYSA-N","Sca262070"
"792","OXDA","HOVLWGFSEOFXSR-UHFFFAOYSA-N","Sca508"
"793","OXDA","MUCACKKEJRKRBG-UHFFFAOYSA-N","Sca262070"
"794","OXDA","VIODUIIIMLVXNB-UHFFFAOYSA-N","Sca262070"
"795","OXDA","TURWYTUDTSBMSL-UHFFFAOYSA-N","Sca508"
"796","OXDA","PJPIHIBAZHQMCG-UHFFFAOYSA-N","Sca508"
"797","OXDA","UEFIHGXLZYYIFA-UHFFFAOYSA-N","Sca262086"
"798","OXDA","KTIWGVJMSYYSIS-UHFFFAOYSA-N","Sca262070"
"799","OXDA","WFRTVSXKGTWLRN-UHFFFAOYSA-N","Sca508"
"800","OXDA","HJYQKYBNZIVPKM-UHFFFAOYSA-N","Sca262070"
"801","OXDA","DUQTWXDVDOGMRC-UHFFFAOYSA-N","Sca262070"
"802","OXDA","ASIKUSSKCRFBKC-UHFFFAOYSA-N","Sca262070"
"803","OXDA","JDNFPNLOARNYPO-UHFFFAOYSA-N","Sca262070"
"804","OXDA","VDZXOEURMDIDAM-UHFFFAOYSA-N","Sca262070"
"805","OXDA","IYFCASTUNCGVQJ-UHFFFAOYSA-N","Sca262070"
"806","BIRC8","KMHMGJITTBRABL-AWDZXFJFSA-N","Sca123772"
"807","BIRC8","YBYZHVZWINISJO-XPSCAIQQSA-N","Sca123771"
"808","BIRC8","IYOZNYWYRADTNN-CTZQYXLCSA-N","Sca123772"
"809","BIRC8","KWCRPDVMOUTMME-XPSCAIQQSA-N","Sca123771"
"810","BIRC8","LTSMFEKJLOPVQW-UQAQOTMJSA-N","Sca123772"
"811","BIRC8","XBTLZUHJBOBKRG-HCUBDLJJSA-N","Sca116003"
"812","DNPH1","HTIIEYWQBQEJFZ-KREFBHGWSA-N","Sca246023"
"813","DNPH1","HHJQAMYPGXZTHK-VBCUVWSKSA-N","Sca246306"
"814","DNPH1","WPJAMTFEQHCMLU-HALQFCHDSA-N","Sca246302"
"815","TLR4","WXOAKWCJLAFUHM-QNVZYURYSA-N","Sca250771"
"816","TLR4","HWHNPTUQTILZGI-SVPADUAOSA-N","Sca240620"
"817","TLR4","BAZJQRVHCZIBNP-SVPADUAOSA-N","Sca240616"
"818","TLR4","HZVNAUFWUKDUCD-ZARRYTOOSA-N","Sca240616"
"819","TLR4","JQBYQJNFXRPUGN-SVPADUAOSA-N","Sca240620"
"820","TLR4","XJOKZFREXUVZMO-SVPADUAOSA-N","Sca240616"
"821","TLR4","CFBFKWASJNXJAE-BIATYSSJSA-N","Sca240620"
"822","TLR4","JCDZPRLIAKNTCX-UHFFFAOYSA-N","Sca1721"
"823","TLR4","KRGQXYUNTMKLCT-BIATYSSJSA-N","Sca240620"
"824","TLR4","MHGBBRCVUIBXAI-AHCIIZGASA-N","Sca240715"
"825","TLR4","ASSXLIYUENVYMQ-AHCIIZGASA-N","Sca240616"
"826","TLR4","YRRDUQFXVMZGAD-BIATYSSJSA-N","Sca240620"
"827","TLR4","DZOOVERCMBDRSR-QNNMRZDFSA-N","Sca250771"
"828","TLR4","SNCDHXTYESQSND-KAHCWPQKSA-N","Sca240719"
"829","TLR2","UNILWMWFPHPYOR-KXEYIPSPSA-N","Sca85742"
"830","GIP","CWPADRJBQLPUCB-MCZWQBSQSA-N","Sca110799"
"831","STA5B","AMYVQFXKGYPZLQ-UHFFFAOYSA-N","Sca130702"
"832","STA5B","AMYVQFXKGYPZLQ-UHFFFAOYSA-N","Sca235339"
"833","STA5A","BZSUCLDZAQTFQJ-MSOLQXFVSA-N","Sca137953"
"834","STA5A","PDOQBOJDRPLBQU-QMMMGPOBSA-N","Sca123583"
"835","LEF1","BEGZPRLTLFWYBR-UHFFFAOYSA-N","Sca238769"
"836","OGA","DRHXTSWSUAJOJZ-FMDGEEDCSA-N","Sca104999"
"837","OGA","KKXBBIBSXXTEOZ-FMDGEEDCSA-N","Sca161018"
"838","OGA","QWOPEBCGKASVQP-QXOHVQIXSA-N","Sca104999"
"839","OGA","PBLNJFVQMUMOJY-JIJAQUFFSA-N","Sca24218"
"840","OGA","PPAIMZHKIXDJRN-FMDGEEDCSA-N","Sca158530"
"841","KIFC1","JBGPTABXBVOSBM-UBUADSEMSA-N","Sca35094"
"842","KIFC1","PKJCNVBPDXZMDO-UHFFFAOYSA-N","Sca249999"
"843","KIFC1","PMTLKNOARSHUJB-ZJSXRUAMSA-N","Sca250001"
"844","KIFC1","JBGPTABXBVOSBM-OUSLXHSISA-N","Sca35094"
"845","F261","JTNMHAMHIYAFAI-FQEVSTJZSA-N","Sca150974"
"846","F261","VXVMWRWEKHARRO-QFIPXVFZSA-N","Sca254875"
"847","F261","ZHZRYPWKMPTDMQ-SANMLTNESA-N","Sca254867"
"848","F261","VTMZMKMCPQYOPV-QFIPXVFZSA-N","Sca254565"
"849","F263","KFEALFUIWDTBKJ-QHCPKHFHSA-N","Sca70093"
"850","F263","AZGKYEZKYHOKCB-FQEVSTJZSA-N","Sca49616"
"851","F263","NRMHBCGGABGTIL-FQEVSTJZSA-N","Sca49616"
"852","F263","WBKFBMOXKGKWEK-UHFFFAOYSA-N","Sca254878"
"853","F263","OOGHGWKBJXQNEJ-QFIPXVFZSA-N","Sca49616"
"854","F263","NDIKFKQBWGMLCA-DEOSSOPVSA-N","Sca254872"
"855","F263","YRJNEDUGTKEQSO-DEOSSOPVSA-N","Sca254865"
"856","F263","RVTAACJVJXEMFR-UHFFFAOYSA-N","Sca49616"
"857","F263","VXVMWRWEKHARRO-QFIPXVFZSA-N","Sca254875"
"858","F263","MGWKYNYHWPBCHJ-VWLOTQADSA-N","Sca254858"
"859","F263","VJDXFFBSNLNWJD-QFIPXVFZSA-N","Sca254560"
"860","F263","JTIOFEOXCFFWJI-QFIPXVFZSA-N","Sca254560"
"861","F263","NEVWOSYUONZQPN-IBGZPJMESA-N","Sca49616"
"862","F263","LXYZIFXILNIABT-QFIPXVFZSA-N","Sca5850"
"863","F263","UUCVHXXJITYQAQ-FQEVSTJZSA-N","Sca49616"
"864","F263","ZHZRYPWKMPTDMQ-SANMLTNESA-N","Sca254867"
"865","F263","OIUUHNYUJDUUHX-DEOSSOPVSA-N","Sca254863"
"866","F263","JTNMHAMHIYAFAI-FQEVSTJZSA-N","Sca150974"
"867","F263","PCYHYEFBTFIIEK-QFIPXVFZSA-N","Sca49616"
"868","F263","UCZWHTSRFTVJRI-QHCPKHFHSA-N","Sca139235"
"869","F262","MGWKYNYHWPBCHJ-VWLOTQADSA-N","Sca254858"
"870","F262","YRJNEDUGTKEQSO-DEOSSOPVSA-N","Sca254865"
"871","F262","VXVMWRWEKHARRO-QFIPXVFZSA-N","Sca254875"
"872","F262","JTNMHAMHIYAFAI-FQEVSTJZSA-N","Sca150974"
"873","F262","JTIOFEOXCFFWJI-QFIPXVFZSA-N","Sca254560"
"874","F262","UCZWHTSRFTVJRI-QHCPKHFHSA-N","Sca139235"
"875","F262","OOGHGWKBJXQNEJ-QFIPXVFZSA-N","Sca49616"
"876","F262","LXYZIFXILNIABT-QFIPXVFZSA-N","Sca5850"
"877","F262","NDIKFKQBWGMLCA-DEOSSOPVSA-N","Sca254872"
"878","F262","OIUUHNYUJDUUHX-DEOSSOPVSA-N","Sca254863"
"879","F262","ZHZRYPWKMPTDMQ-SANMLTNESA-N","Sca254867"
"880","PARG","BKXBQQKGSRLELP-WDBPGAOMSA-N","Sca52668"
"881","3MG","GIXWDMTZECRIJT-UHFFFAOYSA-N","Sca67168"
"882","CTNB1","IMVAHFIQCOJFIE-UHFFFAOYSA-N","Sca259030"
"883","PANK1","UNCZUEUPSJKHGB-UHFFFAOYSA-N","Sca166811"
"884","PANK1","DRDDXWWETZGQET-UHFFFAOYSA-N","Sca166811"
"885","PANK1","PHJLFHTWJJRSCL-UHFFFAOYSA-N","Sca166811"
"886","PANK1","QWICXMPYKJTDMV-UHFFFAOYSA-N","Sca166811"
"887","PANK1","RKBKSBWJKXNNQO-UHFFFAOYSA-N","Sca166811"
"888","PANK1","KPXWSWUCPABRIS-UHFFFAOYSA-N","Sca166811"
"889","PANK1","PNJFFNSNXGGCFS-UHFFFAOYSA-N","Sca166811"
"890","PANK3","RJPJWKKLUKHOTG-UHFFFAOYSA-N","Sca68831"
"891","PANK3","QWICXMPYKJTDMV-UHFFFAOYSA-N","Sca166811"
"892","PANK3","RKBKSBWJKXNNQO-UHFFFAOYSA-N","Sca166811"
"893","PANK3","KPXWSWUCPABRIS-UHFFFAOYSA-N","Sca166811"
"894","PANK3","UNCZUEUPSJKHGB-UHFFFAOYSA-N","Sca166811"
"895","PANK2","UNCZUEUPSJKHGB-UHFFFAOYSA-N","Sca166811"
"896","HGF","MYPQPZOTEGVVQY-UHFFFAOYSA-N","Sca115186"
"897","HGF","ONSZEUCTVQJHOZ-UHFFFAOYSA-N","Sca115199"
"898","HGF","IKPJWGNTDNCFPS-UHFFFAOYSA-N","Sca115187"
"899","HGF","UVNDVSUMHWZESZ-UHFFFAOYSA-N","Sca115218"
"900","ABCBB","HYAFETHFCAUJAY-UHFFFAOYSA-N","Sca562"
"901","MRGX1","GOEYECACIBFJGZ-NPAGUKBMSA-N","Sca112910"
"902","MRGX1","IFWGJAXMPXZADJ-UHFFFAOYSA-N","Sca121005"
"903","MRGX1","AHWHUDJTTAKVFD-UHFFFAOYSA-N","Sca181056"
"904","MRGX1","XBBNZGWNCBWFDK-LKUDQCMESA-N","Sca247644"
"905","MDM4","OLXCWWYOMPHPKD-SLGGZZICSA-N","Sca45940"
"906","MDM4","GNOKPPBYNVBVAK-UNAWLWNYSA-N","Sca179191"
"907","MDM4","ZNRVSPZJPHWGPJ-YIRXGZCTSA-N","Sca179192"
"908","MDM4","GRFZNWPXNWLSQU-SEYRRILQSA-N","Sca45940"
"909","MDM4","IWIUNJXEPOJENS-DTOIXECGSA-N","Sca45940"
"910","MDM4","DNNRLXNYLTYSJN-VHAXCVKWSA-N","Sca179191"
"911","MDM4","GGDQBGDHZZBTNG-CBIKVEOWSA-N","Sca179182"
"912","MDM4","OUYGZUBALGKPPD-PPISHHLESA-N","Sca179192"
"913","MDM4","QAXJIYGVPJNQKL-BUWQGHJSSA-N","Sca5112"
"914","MDM4","VNNWJAVPNJUCCJ-JFKDMOTFSA-N","Sca179174"
"915","MDM4","PCMBDJSSGNXABW-UHFFFAOYSA-N","Sca171870"
"916","MDM4","GLLJROCIIOPSCB-MQEOCOHRSA-N","Sca45940"
"917","MDM4","ZFYQBPVMECJUBO-GXHLCREISA-N","Sca171868"
"918","MDM4","DUNRBPPAHJWCFO-SLGGZZICSA-N","Sca45940"
"919","MDM4","CIZKJZBRRSGRND-UHFFFAOYSA-N","Sca171870"
"920","MDM4","XFJJAXOQAYVJJR-OLECBNHVSA-N","Sca45940"
"921","MDM4","AUKHLGHUBGRGON-UHFFFAOYSA-N","Sca171870"
"922","MDM4","BZEOPCATSFOUGA-NCIQRGHISA-N","Sca179191"
"923","MDM4","RNDNPIFFEKEHQE-XEJBFJIASA-N","Sca179182"
"924","MDM4","JGYFUCWCVSJYBD-VSVLFDTBSA-N","Sca179192"
"925","S47A1","FELGMEQIXOGIFQ-UHFFFAOYSA-N","Sca1077"
"926","HGFA","LEMRRMFCXFRTIF-OAQYLSRUSA-N","Sca252830"
"927","SHIP2","RFZPGNRLOKVZJY-AWEZNQCLSA-N","Sca14610"
