"Target","Molecule"
"AA1R","RXXQRMSOXJMVBN-UHFFFAOYSA-N"
"AA1R","BEIRGCYOTBHQCE-UHFFFAOYSA-N"
"AA1R","ZYQMTELMKXLVHN-UHFFFAOYSA-N"
"AA1R","ZFWFVVFEJZLCTO-UHFFFAOYSA-N"
"AA1R","RPCXHHPLDXSEJF-UHFFFAOYSA-N"
"AA1R","GXDMHIOIHZQMCR-UHFFFAOYSA-N"
"AA1R","WRFYJOIKSSTMGJ-UHFFFAOYSA-N"
"AA1R","WUAXAEHITYFYHE-UHFFFAOYSA-N"
"AA1R","UVJDRLQYFHNJIK-UHFFFAOYSA-N"
"AA1R","UBPNPYAOHJXLLA-UHFFFAOYSA-N"
"AA1R","SEJFSOMEWFABFC-UHFFFAOYSA-N"
"AA1R","LHFQFJWTQJNDSV-UHFFFAOYSA-N"
"AA1R","WUHIIHNZITXJEK-UHFFFAOYSA-N"
"AA1R","HBBCCVGBJNRDQE-UHFFFAOYSA-N"
"AA1R","GPHJHOZYSNRISC-UHFFFAOYSA-N"
"AA1R","XLPDJMHOTMAAOH-UHFFFAOYSA-N"
"AA1R","APLSVTYFWKNRKK-UHFFFAOYSA-N"
"AA1R","SPQHOKINAATLLJ-UHFFFAOYSA-N"
"AA1R","TWURXTVPZRAVFY-UHFFFAOYSA-N"
"AA1R","OWMCDZATZMOWJW-UHFFFAOYSA-N"
"AA1R","BZTRALWFDUDZBD-UHFFFAOYSA-N"
"AA1R","VWSPWOIXVVRAKZ-UHFFFAOYSA-N"
"AA1R","BMCOYZDNAMZDPR-UHFFFAOYSA-N"
"AA1R","BEIXNFXNDHJWAK-UHFFFAOYSA-N"
"AA1R","YSKVVKBTAXRUQS-UHFFFAOYSA-N"
"AA1R","GQNTYJRUQFVQDY-UHFFFAOYSA-N"
"AA1R","ICVHZJCIDVQQJU-UHFFFAOYSA-N"
"AA1R","MHDGNCOMJIVSOQ-UHFFFAOYSA-N"
"AA1R","IROKGKLLWZLKKI-UHFFFAOYSA-N"
"AA1R","YNNNCAAPQRZSHQ-UHFFFAOYSA-N"
"AA1R","FNOVENHZHXUETK-UHFFFAOYSA-N"
"AA1R","XMCVJFCDPDUAPT-UHFFFAOYSA-N"
"AA1R","BOQFZXFCCBOISW-UHFFFAOYSA-N"
"AA1R","XGCQBFAGKHCCMK-UHFFFAOYSA-N"
"AA1R","SYJREAKIIDWSKQ-UHFFFAOYSA-N"
"AA1R","JLZITONHHHCGNY-UHFFFAOYSA-N"
"AA1R","SRNYNTJDFPPRNN-UHFFFAOYSA-N"
"AA1R","VDZUWSJFZZVUNH-UHFFFAOYSA-N"
"AA1R","RGMFJNIWCNZAIC-UHFFFAOYSA-N"
"AA1R","DOQMMBVTJMYBSJ-UHFFFAOYSA-N"
"AA1R","IJJOWBKNALLTCF-UHFFFAOYSA-N"
"AA1R","WXPASSFLHJVUDM-UHFFFAOYSA-N"
"AA1R","GQQIISWJBGUJTR-UHFFFAOYSA-N"
"AA1R","BSFFINUACIWIKO-UHFFFAOYSA-N"
"AA1R","MMLCOPCVUQJKKW-UHFFFAOYSA-N"
"AA1R","NNXMGTRINHPQFM-UHFFFAOYSA-N"
"AA1R","PCCALFXKADAFFG-UHFFFAOYSA-N"
"AA2BR","SVDLLGYVNRRWDR-UHFFFAOYSA-N"
"AA2BR","GXSUORPDPIUXJS-UHFFFAOYSA-N"
"AA2BR","PKFRXUCKLQZSPD-UHFFFAOYSA-N"
"AA2BR","KWNNEOHJLFPMKY-UHFFFAOYSA-N"
"AA2BR","OPNAVJJOJBREBM-UHFFFAOYSA-N"
"AA2BR","NWAXVCISHHAARQ-UHFFFAOYSA-N"
"AA2BR","BKGNWAOTMICOMA-UHFFFAOYSA-N"
"AA2BR","CSGAYPUTEQNSDK-UHFFFAOYSA-N"
"AA2BR","SFQLGHQUUPLEHJ-UHFFFAOYSA-N"
"AA2BR","YWJADWXQSSUICH-UHFFFAOYSA-N"
"AA2BR","WROAGIKDBNSCJU-UHFFFAOYSA-N"
"AA2BR","RXXQRMSOXJMVBN-UHFFFAOYSA-N"
"AA2BR","BEIRGCYOTBHQCE-UHFFFAOYSA-N"
"AA2BR","ZYQMTELMKXLVHN-UHFFFAOYSA-N"
"AA2BR","ZFWFVVFEJZLCTO-UHFFFAOYSA-N"
"AA2BR","RPCXHHPLDXSEJF-UHFFFAOYSA-N"
"AA2BR","GXDMHIOIHZQMCR-UHFFFAOYSA-N"
"AA2BR","WRFYJOIKSSTMGJ-UHFFFAOYSA-N"
"AA2BR","WUAXAEHITYFYHE-UHFFFAOYSA-N"
"AA2BR","UVJDRLQYFHNJIK-UHFFFAOYSA-N"
"AA2BR","UBPNPYAOHJXLLA-UHFFFAOYSA-N"
"AA2BR","SEJFSOMEWFABFC-UHFFFAOYSA-N"
"AA2BR","LHFQFJWTQJNDSV-UHFFFAOYSA-N"
"AA2BR","WUHIIHNZITXJEK-UHFFFAOYSA-N"
"AA2BR","HBBCCVGBJNRDQE-UHFFFAOYSA-N"
"AA2BR","VMRFIOVYQIWKEF-UHFFFAOYSA-N"
"AA2BR","GPHJHOZYSNRISC-UHFFFAOYSA-N"
"AA2BR","XLPDJMHOTMAAOH-UHFFFAOYSA-N"
"AA2BR","PCXPLFCLERZTBF-UHFFFAOYSA-N"
"AA2BR","APLSVTYFWKNRKK-UHFFFAOYSA-N"
"AA2BR","SPQHOKINAATLLJ-UHFFFAOYSA-N"
"AA2BR","TWURXTVPZRAVFY-UHFFFAOYSA-N"
"AA2BR","OWMCDZATZMOWJW-UHFFFAOYSA-N"
"AA2BR","BZTRALWFDUDZBD-UHFFFAOYSA-N"
"AA2BR","VWSPWOIXVVRAKZ-UHFFFAOYSA-N"
"AA2BR","BMCOYZDNAMZDPR-UHFFFAOYSA-N"
"AA2BR","BEIXNFXNDHJWAK-UHFFFAOYSA-N"
"AA2BR","YSKVVKBTAXRUQS-UHFFFAOYSA-N"
"AA2BR","GQNTYJRUQFVQDY-UHFFFAOYSA-N"
"AA2BR","ICVHZJCIDVQQJU-UHFFFAOYSA-N"
"AA2BR","MHDGNCOMJIVSOQ-UHFFFAOYSA-N"
"AA2BR","IROKGKLLWZLKKI-UHFFFAOYSA-N"
"AA2BR","YNNNCAAPQRZSHQ-UHFFFAOYSA-N"
"AA2BR","FNOVENHZHXUETK-UHFFFAOYSA-N"
"AA2BR","XMCVJFCDPDUAPT-UHFFFAOYSA-N"
"AA2BR","PUYNLRZJFOQWRV-UHFFFAOYSA-N"
"AA2AR","KWNNEOHJLFPMKY-UHFFFAOYSA-N"
"AA2AR","VMRFIOVYQIWKEF-UHFFFAOYSA-N"
"AA2AR","PUYNLRZJFOQWRV-UHFFFAOYSA-N"
"AA2AR","SVDLLGYVNRRWDR-UHFFFAOYSA-N"
"AA2AR","GXSUORPDPIUXJS-UHFFFAOYSA-N"
"AA2AR","PKFRXUCKLQZSPD-UHFFFAOYSA-N"
"AA2AR","HYCRJTFZZLBVSV-UHFFFAOYSA-N"
"AA2AR","ZLVKAFAJRCAQAS-UHFFFAOYSA-N"
"AA2AR","UCHRKGKTCKLHMV-UHFFFAOYSA-N"
"AA2AR","OPNAVJJOJBREBM-UHFFFAOYSA-N"
"AA2AR","NWAXVCISHHAARQ-UHFFFAOYSA-N"
"AA2AR","BKGNWAOTMICOMA-UHFFFAOYSA-N"
"AA2AR","CSGAYPUTEQNSDK-UHFFFAOYSA-N"
"AA2AR","SFQLGHQUUPLEHJ-UHFFFAOYSA-N"
"AA2AR","YWJADWXQSSUICH-UHFFFAOYSA-N"
"AA2AR","WROAGIKDBNSCJU-UHFFFAOYSA-N"
"AA2AR","RXXQRMSOXJMVBN-UHFFFAOYSA-N"
"AA2AR","BEIRGCYOTBHQCE-UHFFFAOYSA-N"
"AA2AR","ZYQMTELMKXLVHN-UHFFFAOYSA-N"
"AA2AR","ZFWFVVFEJZLCTO-UHFFFAOYSA-N"
"AA2AR","RPCXHHPLDXSEJF-UHFFFAOYSA-N"
"AA2AR","GXDMHIOIHZQMCR-UHFFFAOYSA-N"
"AA2AR","WRFYJOIKSSTMGJ-UHFFFAOYSA-N"
"AA2AR","WUAXAEHITYFYHE-UHFFFAOYSA-N"
"AA2AR","UVJDRLQYFHNJIK-UHFFFAOYSA-N"
"AA2AR","UBPNPYAOHJXLLA-UHFFFAOYSA-N"
"AA2AR","SEJFSOMEWFABFC-UHFFFAOYSA-N"
"AA2AR","LHFQFJWTQJNDSV-UHFFFAOYSA-N"
"AA2AR","WUHIIHNZITXJEK-UHFFFAOYSA-N"
"AA2AR","HBBCCVGBJNRDQE-UHFFFAOYSA-N"
"AA2AR","GPHJHOZYSNRISC-UHFFFAOYSA-N"
"AA2AR","XLPDJMHOTMAAOH-UHFFFAOYSA-N"
"AA2AR","PCXPLFCLERZTBF-UHFFFAOYSA-N"
"AA2AR","APLSVTYFWKNRKK-UHFFFAOYSA-N"
"AA2AR","SPQHOKINAATLLJ-UHFFFAOYSA-N"
"AA2AR","TWURXTVPZRAVFY-UHFFFAOYSA-N"
"AA2AR","OWMCDZATZMOWJW-UHFFFAOYSA-N"
"AA2AR","BZTRALWFDUDZBD-UHFFFAOYSA-N"
"AA2AR","VWSPWOIXVVRAKZ-UHFFFAOYSA-N"
"AA2AR","BMCOYZDNAMZDPR-UHFFFAOYSA-N"
"AA2AR","BEIXNFXNDHJWAK-UHFFFAOYSA-N"
"AA2AR","YSKVVKBTAXRUQS-UHFFFAOYSA-N"
"AA2AR","GQNTYJRUQFVQDY-UHFFFAOYSA-N"
"AA2AR","ICVHZJCIDVQQJU-UHFFFAOYSA-N"
"AA2AR","MHDGNCOMJIVSOQ-UHFFFAOYSA-N"
"AA2AR","IROKGKLLWZLKKI-UHFFFAOYSA-N"
"AA2AR","YNNNCAAPQRZSHQ-UHFFFAOYSA-N"
"AA2AR","FNOVENHZHXUETK-UHFFFAOYSA-N"
"AA2AR","XMCVJFCDPDUAPT-UHFFFAOYSA-N"
"AA2AR","BOQFZXFCCBOISW-UHFFFAOYSA-N"
"AA2AR","XGCQBFAGKHCCMK-UHFFFAOYSA-N"
"AA2AR","SYJREAKIIDWSKQ-UHFFFAOYSA-N"
"AA2AR","JLZITONHHHCGNY-UHFFFAOYSA-N"
"AA2AR","SRNYNTJDFPPRNN-UHFFFAOYSA-N"
"AA2AR","VDZUWSJFZZVUNH-UHFFFAOYSA-N"
"AA2AR","RGMFJNIWCNZAIC-UHFFFAOYSA-N"
"AA2AR","DOQMMBVTJMYBSJ-UHFFFAOYSA-N"
"AA2AR","IJJOWBKNALLTCF-UHFFFAOYSA-N"
"AA2AR","WXPASSFLHJVUDM-UHFFFAOYSA-N"
"AA2AR","GQQIISWJBGUJTR-UHFFFAOYSA-N"
"AA2AR","BSFFINUACIWIKO-UHFFFAOYSA-N"
"AA2AR","MMLCOPCVUQJKKW-UHFFFAOYSA-N"
"AA2AR","NNXMGTRINHPQFM-UHFFFAOYSA-N"
"AA2AR","PCCALFXKADAFFG-UHFFFAOYSA-N"
"AA3R","SVDLLGYVNRRWDR-UHFFFAOYSA-N"
"AA3R","GXSUORPDPIUXJS-UHFFFAOYSA-N"
"AA3R","PKFRXUCKLQZSPD-UHFFFAOYSA-N"
"AA3R","HYCRJTFZZLBVSV-UHFFFAOYSA-N"
"AA3R","ZLVKAFAJRCAQAS-UHFFFAOYSA-N"
"AA3R","UCHRKGKTCKLHMV-UHFFFAOYSA-N"
"AA3R","KWNNEOHJLFPMKY-UHFFFAOYSA-N"
"AA3R","OPNAVJJOJBREBM-UHFFFAOYSA-N"
"AA3R","NWAXVCISHHAARQ-UHFFFAOYSA-N"
"AA3R","BKGNWAOTMICOMA-UHFFFAOYSA-N"
"AA3R","CSGAYPUTEQNSDK-UHFFFAOYSA-N"
"AA3R","SFQLGHQUUPLEHJ-UHFFFAOYSA-N"
"AA3R","YWJADWXQSSUICH-UHFFFAOYSA-N"
"AA3R","WROAGIKDBNSCJU-UHFFFAOYSA-N"
"AA3R","RXXQRMSOXJMVBN-UHFFFAOYSA-N"
"AA3R","BEIRGCYOTBHQCE-UHFFFAOYSA-N"
"AA3R","ZYQMTELMKXLVHN-UHFFFAOYSA-N"
"AA3R","ZFWFVVFEJZLCTO-UHFFFAOYSA-N"
"AA3R","RPCXHHPLDXSEJF-UHFFFAOYSA-N"
"AA3R","GXDMHIOIHZQMCR-UHFFFAOYSA-N"
"AA3R","WRFYJOIKSSTMGJ-UHFFFAOYSA-N"
"AA3R","WUAXAEHITYFYHE-UHFFFAOYSA-N"
"AA3R","UVJDRLQYFHNJIK-UHFFFAOYSA-N"
"AA3R","UBPNPYAOHJXLLA-UHFFFAOYSA-N"
"AA3R","SEJFSOMEWFABFC-UHFFFAOYSA-N"
"AA3R","LHFQFJWTQJNDSV-UHFFFAOYSA-N"
"AA3R","WUHIIHNZITXJEK-UHFFFAOYSA-N"
"AA3R","HBBCCVGBJNRDQE-UHFFFAOYSA-N"
"AA3R","VMRFIOVYQIWKEF-UHFFFAOYSA-N"
"AA3R","GPHJHOZYSNRISC-UHFFFAOYSA-N"
"AA3R","XLPDJMHOTMAAOH-UHFFFAOYSA-N"
"AA3R","PCXPLFCLERZTBF-UHFFFAOYSA-N"
"AA3R","APLSVTYFWKNRKK-UHFFFAOYSA-N"
"AA3R","SPQHOKINAATLLJ-UHFFFAOYSA-N"
"AA3R","TWURXTVPZRAVFY-UHFFFAOYSA-N"
"AA3R","OWMCDZATZMOWJW-UHFFFAOYSA-N"
"AA3R","BZTRALWFDUDZBD-UHFFFAOYSA-N"
"AA3R","VWSPWOIXVVRAKZ-UHFFFAOYSA-N"
"AA3R","BMCOYZDNAMZDPR-UHFFFAOYSA-N"
"AA3R","BEIXNFXNDHJWAK-UHFFFAOYSA-N"
"AA3R","YSKVVKBTAXRUQS-UHFFFAOYSA-N"
"AA3R","GQNTYJRUQFVQDY-UHFFFAOYSA-N"
"AA3R","ICVHZJCIDVQQJU-UHFFFAOYSA-N"
"AA3R","MHDGNCOMJIVSOQ-UHFFFAOYSA-N"
"AA3R","IROKGKLLWZLKKI-UHFFFAOYSA-N"
"AA3R","YNNNCAAPQRZSHQ-UHFFFAOYSA-N"
"AA3R","FNOVENHZHXUETK-UHFFFAOYSA-N"
"AA3R","XMCVJFCDPDUAPT-UHFFFAOYSA-N"
"AA3R","PUYNLRZJFOQWRV-UHFFFAOYSA-N"
"AA3R","BOQFZXFCCBOISW-UHFFFAOYSA-N"
"AA3R","XGCQBFAGKHCCMK-UHFFFAOYSA-N"
"AA3R","SYJREAKIIDWSKQ-UHFFFAOYSA-N"
"AA3R","JLZITONHHHCGNY-UHFFFAOYSA-N"
"AA3R","SRNYNTJDFPPRNN-UHFFFAOYSA-N"
"AA3R","VDZUWSJFZZVUNH-UHFFFAOYSA-N"
"AA3R","RGMFJNIWCNZAIC-UHFFFAOYSA-N"
"AA3R","DOQMMBVTJMYBSJ-UHFFFAOYSA-N"
"AA3R","IJJOWBKNALLTCF-UHFFFAOYSA-N"
"AA3R","WXPASSFLHJVUDM-UHFFFAOYSA-N"
"AA3R","GQQIISWJBGUJTR-UHFFFAOYSA-N"
"AA3R","BSFFINUACIWIKO-UHFFFAOYSA-N"
"AA3R","MMLCOPCVUQJKKW-UHFFFAOYSA-N"
"AA3R","NNXMGTRINHPQFM-UHFFFAOYSA-N"
"AA3R","PCCALFXKADAFFG-UHFFFAOYSA-N"
"AA2BR","RZTHAJGTOALPFX-UHFFFAOYSA-N"
"AA2AR","RZTHAJGTOALPFX-UHFFFAOYSA-N"
"AA3R","RZTHAJGTOALPFX-UHFFFAOYSA-N"
"HRH3","PBNNHHJLMBMBNF-UHFFFAOYSA-N"
"ADRB1","FVZJCHVJRCLDEM-QFIPXVFZSA-N"
"5HT1A","QOYFIOFBKVQOQW-UHFFFAOYSA-N"
"5HT1A","PAAUBDWPMHOPRI-UHFFFAOYSA-N"
"5HT1A","KAXPLEDCXIAJCF-UHFFFAOYSA-N"
"5HT1A","YDUOGPTWZPFZHX-UHFFFAOYSA-N"
"5HT2A","QOYFIOFBKVQOQW-UHFFFAOYSA-N"
"5HT2A","PAAUBDWPMHOPRI-UHFFFAOYSA-N"
"5HT2A","KAXPLEDCXIAJCF-UHFFFAOYSA-N"
"5HT2A","YDUOGPTWZPFZHX-UHFFFAOYSA-N"
"5HT2C","QOYFIOFBKVQOQW-UHFFFAOYSA-N"
"5HT2C","PAAUBDWPMHOPRI-UHFFFAOYSA-N"
"5HT2C","KAXPLEDCXIAJCF-UHFFFAOYSA-N"
"DRD3","QOYFIOFBKVQOQW-UHFFFAOYSA-N"
"DRD3","PAAUBDWPMHOPRI-UHFFFAOYSA-N"
"DRD3","KAXPLEDCXIAJCF-UHFFFAOYSA-N"
"DRD3","YDUOGPTWZPFZHX-UHFFFAOYSA-N"
"5HT1A","DGKURWUVIVQHCD-UHFFFAOYSA-N"
"5HT2A","DGKURWUVIVQHCD-UHFFFAOYSA-N"
"DRD2","DGKURWUVIVQHCD-UHFFFAOYSA-N"
"5HT4R","FTRZTHFGTILUPE-UHFFFAOYSA-N"
"HRH3","TXFFWCPTQAOPNJ-QGZVFWFLSA-N"
"PD2R2","OHJRRLRVZSBFGS-UHFFFAOYSA-N"
"V2R","XZXMFHPEUMXKID-MZNYQVFTSA-N"
"OXYR","XZXMFHPEUMXKID-MZNYQVFTSA-N"
"OPRD","WVNSYHVZQAASSJ-GLHCAIBUSA-N"
"OPRM","WVNSYHVZQAASSJ-GLHCAIBUSA-N"
"NK2R","NSRJRZGIVAVYNI-UDKJZQBVSA-N"
"NK1R","NSRJRZGIVAVYNI-UDKJZQBVSA-N"
"NK3R","NSRJRZGIVAVYNI-UDKJZQBVSA-N"
"AA2AR","YOPVCNSOKMOXST-UHFFFAOYSA-N"
"P2Y12","RTIFKWDAJXJIGW-UHFFFAOYSA-M"
"ADA2A","UULIGRNKXHCLQN-WGSAOQKQSA-N"
"NPY5R","UULIGRNKXHCLQN-WGSAOQKQSA-N"
"ADA2B","OAXNLMLMEYQSSS-UHFFFAOYSA-N"
"ADA2A","OAXNLMLMEYQSSS-UHFFFAOYSA-N"
"OPRD","XMMYBZHHAZNWDZ-TYCQWZJGSA-N"
"OPRD","BAHBDPWIXMBTRC-PTYIDMFESA-N"
"OPRD","NWIALXFYKPFWTR-PVFUSPOPSA-N"
"OPRD","YSTAPDGDOHWKQR-CEWLAPEOSA-N"
"OPRD","YCCQBABDNDRWSN-MWBYQJBMSA-N"
"OPRK","XMMYBZHHAZNWDZ-TYCQWZJGSA-N"
"OPRK","BAHBDPWIXMBTRC-PTYIDMFESA-N"
"OPRK","NWIALXFYKPFWTR-PVFUSPOPSA-N"
"OPRK","YSTAPDGDOHWKQR-CEWLAPEOSA-N"
"OPRK","YCCQBABDNDRWSN-MWBYQJBMSA-N"
"OPRM","XMMYBZHHAZNWDZ-TYCQWZJGSA-N"
"OPRM","BAHBDPWIXMBTRC-PTYIDMFESA-N"
"OPRM","NWIALXFYKPFWTR-PVFUSPOPSA-N"
"OPRM","YSTAPDGDOHWKQR-CEWLAPEOSA-N"
"OPRM","YCCQBABDNDRWSN-MWBYQJBMSA-N"
"GPBAR","JHOBZVPFLCMSFQ-MRXNPFEDSA-N"
"OPRD","LNEHCLOLWAQHIF-NTGKZJMKSA-N"
"OPRK","LNEHCLOLWAQHIF-NTGKZJMKSA-N"
"OPRM","LNEHCLOLWAQHIF-NTGKZJMKSA-N"
"PE2R4","CSDQJTVCSKACSP-VWLOTQADSA-N"
"PI2R","CSDQJTVCSKACSP-VWLOTQADSA-N"
"DRD2","ROIJHJVHNPMWIT-UHFFFAOYSA-N"
"AA1R","BMWATIVARSTKRP-HALQFCHDSA-N"
"AA2AR","BMWATIVARSTKRP-HALQFCHDSA-N"
"AA3R","BMWATIVARSTKRP-HALQFCHDSA-N"
"AA1R","UUDKVUOONJCNHM-AEISUSGSSA-N"
"AA1R","OWZJSHUHYXQQIH-BQVMBELUSA-N"
"AA1R","VJMSHFDGTPCLQR-MEQWQQMJSA-N"
"AA1R","YPCLFHBYRDLMJY-AXAPSJFSSA-N"
"AA2AR","UUDKVUOONJCNHM-AEISUSGSSA-N"
"AA2AR","OWZJSHUHYXQQIH-BQVMBELUSA-N"
"AA2AR","VJMSHFDGTPCLQR-MEQWQQMJSA-N"
"AA2AR","YPCLFHBYRDLMJY-AXAPSJFSSA-N"
"AA3R","YPCLFHBYRDLMJY-AXAPSJFSSA-N"
"AA3R","UUDKVUOONJCNHM-AEISUSGSSA-N"
"AA3R","OWZJSHUHYXQQIH-BQVMBELUSA-N"
"AA3R","VJMSHFDGTPCLQR-MEQWQQMJSA-N"
"5HT2A","YCNCIZWAGQTWBI-UHFFFAOYSA-N"
"DRD1","YCNCIZWAGQTWBI-UHFFFAOYSA-N"
"DRD2","YCNCIZWAGQTWBI-UHFFFAOYSA-N"
"5HT2A","FVURRBVVEFEGAB-UHFFFAOYSA-N"
"DRD3","FVURRBVVEFEGAB-UHFFFAOYSA-N"
"DRD3","MLPGCAWHLVVATJ-UHFFFAOYSA-N"
"DRD4","MLPGCAWHLVVATJ-UHFFFAOYSA-N"
"DRD1","MLPGCAWHLVVATJ-UHFFFAOYSA-N"
"DRD2","MLPGCAWHLVVATJ-UHFFFAOYSA-N"
"5HT1A","GVWRDZDVMQQZBK-GOSISDBHSA-N"
"DRD3","GVWRDZDVMQQZBK-GOSISDBHSA-N"
"DRD2","GVWRDZDVMQQZBK-GOSISDBHSA-N"
"GRPR","AWRRPXCDZLONPG-NHFVCARZSA-N"
"OPRD","SYACNGUASVLLLQ-BXKMTCNYSA-N"
"CLTR1","APMBFPQCZFCKCO-CGNAPUSOSA-N"
"CLTR1","KIUKUOYAZCSXNU-KSGUIJNZSA-N"
"BRS3","GRCKAQPBPSKRBX-UHFFFAOYSA-N"
"5HT1A","FJYOWAGOWYSGRX-UHFFFAOYSA-N"
"5HT2A","FJYOWAGOWYSGRX-UHFFFAOYSA-N"
"5HT2C","FJYOWAGOWYSGRX-UHFFFAOYSA-N"
"DRD3","FJYOWAGOWYSGRX-UHFFFAOYSA-N"
"5HT2A","AKMIHZSKBZGYES-UHFFFAOYSA-N"
"5HT2A","RJXYBXCQVVCCAR-UHFFFAOYSA-N"
"5HT2A","FAGYXEUZFUSTDW-BTQNPOSSSA-N"
"5HT2C","RJXYBXCQVVCCAR-UHFFFAOYSA-N"
"5HT2C","FAGYXEUZFUSTDW-BTQNPOSSSA-N"
"DRD2","RJXYBXCQVVCCAR-UHFFFAOYSA-N"
"DRD2","FAGYXEUZFUSTDW-BTQNPOSSSA-N"
"AGTRB","PJDPNVNHJQOFEJ-UHFFFAOYSA-N"
"CCR1","WTSJOVLSWVTJNT-UHFFFAOYSA-N"
"OPRD","UAGFREZZXHZDPX-SIGAGYBKSA-N"
"OPRD","BFWDKCMZDSXLMZ-RTOPKKFASA-N"
"OPRD","VKMLFLQRJUVLJO-SIGAGYBKSA-N"
"OPRD","AUEDLHXOLUMDQZ-FQYQUSJJSA-N"
"OPRD","CDKZODPLDWSATB-QVDUQQMDSA-N"
"OPRD","AKRJTQADORNPEZ-SIGAGYBKSA-N"
"OPRD","DSKUUEQBHHDVRV-SIGAGYBKSA-N"
"OPRD","TURPSTUJSVTHJV-SIGAGYBKSA-N"
"OPRD","TUZQURVIVXHNQP-WDGPPKDVSA-N"
"OPRD","SUEUOYXWDYAPQY-STNYYUMZSA-N"
"OPRD","RAURUSFBVQLAPW-DNIKMYEQSA-N"
"OPRD","XJIJVLIGDNTFBP-DCKFNVBLSA-N"
"OPRK","UAGFREZZXHZDPX-SIGAGYBKSA-N"
"OPRK","BFWDKCMZDSXLMZ-RTOPKKFASA-N"
"OPRK","VKMLFLQRJUVLJO-SIGAGYBKSA-N"
"OPRK","AUEDLHXOLUMDQZ-FQYQUSJJSA-N"
"OPRK","CDKZODPLDWSATB-QVDUQQMDSA-N"
"OPRK","AKRJTQADORNPEZ-SIGAGYBKSA-N"
"OPRK","DSKUUEQBHHDVRV-SIGAGYBKSA-N"
"OPRK","TURPSTUJSVTHJV-SIGAGYBKSA-N"
"OPRK","TUZQURVIVXHNQP-WDGPPKDVSA-N"
"OPRK","SUEUOYXWDYAPQY-STNYYUMZSA-N"
"OPRK","RAURUSFBVQLAPW-DNIKMYEQSA-N"
"OPRK","XJIJVLIGDNTFBP-DCKFNVBLSA-N"
"OPRM","UAGFREZZXHZDPX-SIGAGYBKSA-N"
"OPRM","BFWDKCMZDSXLMZ-RTOPKKFASA-N"
"OPRM","VKMLFLQRJUVLJO-SIGAGYBKSA-N"
"OPRM","AUEDLHXOLUMDQZ-FQYQUSJJSA-N"
"OPRM","CDKZODPLDWSATB-QVDUQQMDSA-N"
"OPRM","AKRJTQADORNPEZ-SIGAGYBKSA-N"
"OPRM","DSKUUEQBHHDVRV-SIGAGYBKSA-N"
"OPRM","TURPSTUJSVTHJV-SIGAGYBKSA-N"
"OPRM","TUZQURVIVXHNQP-WDGPPKDVSA-N"
"OPRM","SUEUOYXWDYAPQY-STNYYUMZSA-N"
"OPRM","RAURUSFBVQLAPW-DNIKMYEQSA-N"
"OPRM","XJIJVLIGDNTFBP-DCKFNVBLSA-N"
"GNRHR","RAKVETVMTFFUDT-ZDRDUBIJSA-N"
"NK1R","SUITYIWBXSZXIQ-MJRZITLZSA-N"
"AA3R","YEEZWCHGZNKEEK-UHFFFAOYSA-N"
"CLTR1","YEEZWCHGZNKEEK-UHFFFAOYSA-N"
"HRH3","HGLGWLWXYRAXPK-OAHLLOKOSA-N"
"HRH4","HGLGWLWXYRAXPK-OAHLLOKOSA-N"
"HRH1","HGLGWLWXYRAXPK-OAHLLOKOSA-N"
"ACM2","OQSIDBCKNRLVHE-UHFFFAOYSA-N"
"ACM2","BOXRBFJLKOMZNE-UHFFFAOYSA-N"
"ACM2","ONSBLCCSCRKRKU-UHFFFAOYSA-N"
"ACM2","XRWFEGDYDKMREJ-UHFFFAOYSA-N"
"ACM2","VHCDKYWUNQXVAJ-UHFFFAOYSA-N"
"ACM2","NTVCTXKXWYXMHR-UHFFFAOYSA-N"
"ACM3","OQSIDBCKNRLVHE-UHFFFAOYSA-N"
"ACM3","BOXRBFJLKOMZNE-UHFFFAOYSA-N"
