ScaID,Target,count(DISTINCT Molecule)
Sca150,BACE1,2
Sca150,EZH2,4
Sca150,5HT2C,32
Sca150,5HT2A,36
Sca150,FAAH1,7
Sca150,MTR1A,32
Sca150,MTR1B,42
Sca150,HPGDS,4
Sca150,LCAP,3
Sca150,ERAP2,3
Sca150,ERAP1,1
Sca150,ST14,4
Sca150,HEPS,4
Sca150,HGFA,4
Sca150,PIN1,1
Sca150,PTK6,2
Sca150,M3K5,1
Sca150,ANDR,28
Sca150,CAH9,5
Sca150,CAH2,9
Sca150,CAH12,7
Sca150,KPCE,5
Sca150,GRP3,5
Sca150,KPCA,6
Sca150,GRP1,5
Sca150,GCR,69
Sca150,PD2R2,81
Sca150,SC6A2,49
Sca150,SC6A4,144
Sca150,HRH4,68
Sca150,ICMT,2
Sca150,GRIA1,2
Sca150,NPFF2,1
Sca150,NPFF1,1
Sca150,LOX5,17
Sca150,AK1C3,12
Sca150,CATK,3
Sca150,CATB,2
Sca150,NPY5R,12
Sca150,PGH2,42
Sca150,PGH1,6
Sca150,B2CL1,1
Sca150,NOS1,4
Sca150,PIM1,2
Sca150,T23O,4
Sca150,HDAC3,4
Sca150,F16P1,5
Sca150,CAH1,9
Sca150,MCR,47
Sca150,PRGR,34
Sca150,CP3A4,2
Sca150,5HT6R,115
Sca150,5HT1B,28
Sca150,5HT2B,43
Sca150,CP1A2,1
Sca150,AA2AR,3
Sca150,CATC,1
Sca150,5HT4R,7
Sca150,FURIN,6
Sca150,PCSK5,1
Sca150,PCSK6,1
Sca150,PCSK7,1
Sca150,PCSK4,1
Sca150,ADRB1,13
Sca150,DPP4,1
Sca150,PYGL,60
Sca150,HRH2,7
Sca150,HRH3,11
Sca150,SC6A3,14
Sca150,MMP14,3
Sca150,MMP1,10
Sca150,NMDE2,1
Sca150,5HT5A,5
Sca150,5HT7R,4
Sca150,AOFA,33
Sca150,PA24A,18
Sca150,CNR2,41
Sca150,CNR1,42
Sca150,CATL1,3
Sca150,PE2R1,1
Sca150,AOFB,19
Sca150,5HT1A,39
Sca150,5HT3A,4
Sca150,MSHR,3
Sca150,MC5R,16
Sca150,DHI1,1
Sca150,TRPV1,2
Sca150,PPARD,2
Sca150,PPARA,2
Sca150,VGFR2,17
Sca150,CMA1,2
Sca150,HDAC1,14
Sca150,PTN1,1
Sca150,CCR4,3
Sca150,BCAT1,1
Sca150,CATS,3
Sca150,MCL1,9
Sca150,BCL2,1
Sca150,HDAC6,10
Sca150,HYEP,1
Sca150,MC4R,23
Sca150,MC3R,10
Sca150,LOX15,5
Sca150,CP2D6,16
Sca150,SIR1,1
Sca150,NTR2,1
Sca150,5HT1D,25
Sca150,ACES,2
Sca150,ADRB2,10
Sca150,ADRB3,8
Sca150,TSPO,96
Sca150,GHSR,1
Sca150,AHR,1
Sca150,F263,7
Sca150,THA,9
Sca150,THB,22
Sca150,IMDH2,7
Sca150,GALR2,3
Sca150,GALR1,4
Sca150,GNRHR,1
Sca150,CAN1,2
Sca150,CCKAR,7
Sca150,CAH7,2
Sca150,CAH14,2
Sca150,PAR4,5
Sca150,HMDH,2
Sca150,NTRK1,1
Sca150,ALDR,12
Sca150,CAH5B,1
Sca150,CAH15,1
Sca150,CAH5A,1
Sca150,CAH6,1
Sca150,GBRA1,6
Sca150,GBRA5,4
Sca150,GBRA2,3
Sca150,EDNRA,3
Sca150,EDNRB,1
Sca150,DRD2,16
Sca150,DRD4,2
Sca150,DRD3,1
Sca150,GRPR,2
Sca150,ITAV,1
Sca150,ACHA9,1
Sca150,ACHA7,2
Sca150,PA2GA,57
Sca150,HDAC2,8
Sca150,MMP2,10
Sca150,DYR1A,16
Sca150,CLK1,17
Sca150,M3K14,5
Sca150,THAS,2
Sca150,PERM,1
Sca150,NMDZ1,2
Sca150,FPPS,1
Sca150,MMP3,1
Sca150,MMP7,1
Sca150,IKKB,1
Sca150,PTH1R,1
Sca150,GASR,3
Sca150,OPRM,12
Sca150,CASP5,1
Sca150,CASP1,1
Sca150,CASP4,1
Sca150,RIPK1,2
Sca150,NK1R,7
Sca150,NK2R,1
Sca150,C11B2,5
Sca150,C11B1,3
Sca150,ECE1,1
Sca150,NEP,1
Sca150,KCNH2,1
Sca150,OPRD,1
Sca150,HRH1,2
Sca150,C3AR,1
Sca150,KIF11,12
Sca150,ACLY,2
Sca150,FABP4,3
Sca150,MDM2,4
Sca150,ADA1B,2
Sca150,ADA1A,1
Sca150,GSK3B,3
Sca150,HDAC5,2
Sca150,HDAC4,2
Sca150,HDAC8,3
Sca150,HDAC7,1
Sca150,HDA11,1
Sca150,HDA10,1
Sca150,HDAC9,1
Sca150,PD2R,9
Sca150,IL8,1
Sca150,NTR1,15
Sca150,GRIK2,1
Sca150,CXCR2,15
Sca150,THRB,2
Sca150,UROK,2
Sca150,TRY1,2
Sca150,PLMN,2
Sca150,TPA,2
Sca150,TDT,1
Sca150,RENI,1
Sca150,AL5AP,2
Sca150,PA2GX,6
Sca150,PA21B,4
Sca150,PA2GD,3
Sca150,PA2GF,3
Sca150,PPARG,1
Sca150,CCR2,1
Sca150,PA2GE,5
Sca150,PA2G5,5
Sca150,PGES2,3
Sca150,PTGES,2
Sca50283,GRP3,1
Sca156318,SERPH,2
Sca220725,SERPH,1
Sca156307,SERPH,1
Sca156356,SERPH,1
Sca156327,SERPH,1
Sca156335,SERPH,1
Sca96067,IF4A1,16
Sca96067,NFKB1,1
Sca96067,TF65,1
Sca96071,IF4A1,16
Sca96071,NFKB1,1
Sca96071,TF65,1
Sca419,ANDR,17
Sca419,HDAC9,1
Sca419,LOX15,4
Sca419,CATB,3
Sca419,5HT4R,1
Sca419,GCR,10
Sca419,F263,1
Sca419,QPCT,4
Sca419,HDAC1,15
Sca419,SEPR,27
Sca419,PPCE,19
Sca419,PAFA,44
Sca419,GRM5,23
Sca419,NPFF2,1
Sca419,NPFF1,1
Sca419,P2Y12,1
Sca419,PDE10,36
Sca419,PDE3A,1
Sca419,PDE4B,5
Sca419,CNR2,27
Sca419,BACE1,6
Sca419,PRGR,1
Sca419,HRH3,3
Sca419,P2RX7,2
Sca419,LOX5,2
Sca419,5HT2B,6
Sca419,OX1R,1
Sca419,LOX12,5
Sca419,HDAC2,1
Sca419,HDAC6,3
Sca419,HDAC3,1
Sca419,HDA10,1
Sca419,ACHA4,1
Sca419,CNR1,1
Sca419,5HT3A,20
Sca419,KPCA,4
Sca419,TF65,4
Sca419,THRB,3
Sca419,TRPV1,13
Sca419,IKBA,1
Sca419,ACHA7,1
Sca419,VGFR2,1
Sca419,MCHR1,57
Sca419,PD2R2,2
Sca419,CCR4,1
Sca419,THB,1
Sca419,THA,1
Sca419,5HT2C,9
Sca419,5HT2A,5
Sca419,MCHR2,4
Sca419,ACES,1
Sca419,GRM1,18
Sca419,NOS2,1
Sca419,AOFB,2
Sca419,GSK3B,1
Sca419,CAH2,2
Sca419,CAH12,2
Sca419,CAH9,2
Sca419,CAH14,2
Sca419,SC6A4,21
Sca419,CATL1,3
Sca419,TERT,1
Sca419,AOXA,1
Sca419,CP19A,1
Sca419,HRH1,1
Sca419,CRFR1,31
Sca419,CATH,1
Sca419,TNKS2,10
Sca419,PARP1,3
Sca419,TNKS1,3
Sca419,CP1A2,1
Sca419,ADRB2,1
Sca419,CCR8,4
Sca419,CCR1,2
Sca419,CCR5,1
Sca419,CD38,9
Sca419,KCNH2,3
Sca419,PDE5A,3
Sca419,AA1R,1
Sca419,AA2AR,2
Sca419,CP3A4,1
Sca419,ADA17,1
Sca419,MMP2,1
Sca419,EGLN3,1
Sca419,FAS,3
Sca419,NMDZ1,3
Sca419,BKRB2,9
Sca419,PDE4A,4
Sca419,PDE4C,2
Sca419,PDE4D,2
Sca419,HNMT,1
Sca419,CP2D6,2
Sca419,M3K8,2
Sca419,CP2J2,1
Sca419,EGFR,2
Sca419,ADRB1,1
Sca419,DRD2,1
Sca419,HRH4,1
Sca419,5HT1B,1
Sca419,DYR1B,1
Sca419,DYR1A,1
Sca419,LPAR3,1
Sca419,LPAR1,1
Sca419,LRRK2,1
Sca419,PYRD,6
Sca419,ESR1,11
Sca419,ESR2,19
Sca419,ERR2,5
Sca419,ERR1,6
Sca419,TSPO,3
Sca419,DPP4,11
Sca419,CSF1R,1
Sca108614,TF65,5
Sca108614,IKBA,2
Sca206853,CD2,1
Sca206849,CD2,1
Sca124090,CD22,1
Sca124101,CD22,3
Sca124093,CD22,1
Sca124096,CD22,1
Sca143031,CD22,1
Sca124094,CD22,1
Sca4612,LANC2,1
Sca4612,CAH2,1
Sca4612,CAH6,1
Sca4612,NR1I2,1
Sca105872,APEL,1
Sca239224,APEL,2
Sca239231,APEL,1
Sca239235,APEL,2
Sca239239,APEL,1
Sca239242,APEL,1
Sca239236,APEL,1
Sca248155,APEL,1
Sca239246,APEL,1
Sca239249,APEL,1
Sca239244,APEL,1
Sca234549,VGFR2,9
Sca234549,TIE2,1
Sca234549,PDGFB,1
Sca234549,PDGFA,1
Sca234549,RAF1,1
Sca234549,AURKB,1
Sca234549,MK14,1
Sca234549,BRAF,1
Sca234549,GSK3B,1
Sca234549,FGFR3,1
Sca30526,IL2,1
Sca68747,CO3,2
Sca68626,CO3,1
Sca37540,CO3,4
Sca37540,MC4R,1
Sca29396,CO3,1
Sca68768,CO3,1
Sca198736,VEGFA,4
Sca7,BACE1,49
Sca7,GLSK,2
Sca7,PE2R4,9
Sca7,HDAC1,67
Sca7,TRY1,23
Sca7,GP139,21
Sca7,LGUL,2
Sca7,RENI,28
Sca7,RXRA,9
Sca7,AOFB,117
Sca7,KCNH2,38
Sca7,ACES,21
Sca7,CAH2,390
Sca7,CCR2,108
Sca7,AOFA,54
Sca7,HDAC6,35
Sca7,HDAC2,22
Sca7,HDAC3,11
Sca7,HDAC8,49
Sca7,TGM2,5
Sca7,F13A,7
Sca7,PARP1,4
Sca7,CAH7,52
Sca7,CAH9,328
Sca7,CAH12,305
Sca7,CNR1,69
Sca7,CAH1,326
Sca7,CAH4,17
Sca7,CAH14,48
Sca7,CAH5A,25
Sca7,RET4,3
Sca7,CATB,36
Sca7,CATD,9
Sca7,I23O1,32
Sca7,CATK,117
Sca7,PROC,4
Sca7,THRB,20
Sca7,GCR,49
Sca7,MCR,31
Sca7,ATS5,5
Sca7,NPY4R,2
Sca7,SGMR1,23
Sca7,CAN1,17
Sca7,GABR1,1
Sca7,LIPE,2
Sca7,KLK3,4
Sca7,CXCR4,2
Sca7,PSB2,4
Sca7,MTLR,1
Sca7,GABT,3
Sca7,GRM5,13
Sca7,KLK1,2
Sca7,ERG7,10
Sca7,FAAH1,65
Sca7,OPRM,105
Sca7,BRAF,1
Sca7,NCEH1,10
Sca7,PDPK1,2
Sca7,TRPV1,249
Sca7,SIR1,2
Sca7,TM11D,12
Sca7,EST2,51
Sca7,EST1,37
Sca7,FURIN,25
Sca7,MTR1A,66
Sca7,MTR1B,79
Sca7,ADRB2,31
Sca7,CHLE,5
Sca7,PDE10,5
Sca7,MMP14,22
Sca7,AHR,6
Sca7,STS,10
Sca7,HYES,27
Sca7,ADA2A,7
Sca7,ACM2,25
Sca7,AOC3,14
Sca7,ADRB1,12
Sca7,ADRB3,10
Sca7,ADA10,2
Sca7,ADA17,43
Sca7,SPHK2,1
Sca7,SPHK1,1
Sca7,FOLH1,21
Sca7,SC6A4,240
Sca7,SC6A3,103
Sca7,SC6A2,135
Sca7,NEC2,1
Sca7,PCSK5,1
Sca7,PCSK6,1
Sca7,NEC1,1
Sca7,GRM4,2
Sca7,MGLL,3
Sca7,F16P1,17
Sca7,CNR2,97
Sca7,AK1C3,18
Sca7,VGFR2,1
Sca7,VGFR1,1
Sca7,VGFR3,1
Sca7,PGFRB,1
Sca7,MMP10,2
Sca7,MMP9,119
Sca7,MMP7,6
Sca7,HDA11,2
Sca7,PPARG,48
Sca7,PPARA,61
Sca7,CAH6,16
Sca7,PYGL,36
Sca7,NPFF1,8
Sca7,NPFF2,5
Sca7,CATL1,69
Sca7,OPRD,90
Sca7,HDAC7,5
Sca7,HDAC9,3
Sca7,HDAC4,11
Sca7,HDAC5,7
Sca7,HDA10,1
Sca7,OPRK,21
Sca7,SC6A5,3
Sca7,CATS,52
Sca7,FFAR1,44
Sca7,THA,60
Sca7,THB,46
Sca7,CP19A,15
Sca7,MMP3,38
Sca7,CCR5,19
Sca7,CCR3,1
Sca7,SSR3,2
Sca7,DHI1,69
Sca7,DCMC,20
Sca7,CASP3,33
Sca7,CASP9,2
Sca7,CASP6,1
Sca7,CASP8,7
Sca7,CASP7,10
Sca7,CASP1,7
Sca7,TRPM8,14
Sca7,TRPA1,9
Sca7,MDR1,18
Sca7,TLR4,3
Sca7,CATH,1
Sca7,CATC,4
Sca7,ACM1,25
Sca7,ADA2B,4
Sca7,ACM4,14
Sca7,ACM3,19
Sca7,5HT2A,32
Sca7,5HT2C,49
Sca7,ADA2C,3
Sca7,NK2R,1
Sca7,ACM5,8
Sca7,DPP4,5
Sca7,PD2R2,91
Sca7,ESR2,27
Sca7,ESR1,33
Sca7,ANDR,109
Sca7,A4,10
Sca7,PSB5,13
Sca7,TRYB1,1
Sca7,PGH2,35
Sca7,NMDE2,11
Sca7,LOX5,72
Sca7,LOX15,6
Sca7,PE2R3,13
Sca7,PE2R1,5
Sca7,PF2R,12
Sca7,MMP1,47
Sca7,ALDR,17
Sca7,CBPB2,2
Sca7,MMP8,22
Sca7,MMP13,48
Sca7,MMP2,138
Sca7,UR2R,8
Sca7,PE2R2,14
Sca7,HPPD,1
Sca7,SGK1,1
Sca7,MMP12,17
Sca7,MMP17,1
Sca7,PLMN,6
Sca7,FA7,11
Sca7,FA11,6
Sca7,FA10,13
Sca7,UROK,2
Sca7,COMT,5
Sca7,BMP1,1
Sca7,NEP,32
Sca7,RARA,2
Sca7,RARG,3
Sca7,RARB,3
Sca7,HRH3,7
Sca7,PYRD,31
Sca7,KDM1A,13
Sca7,PDE4D,6
Sca7,PDE4C,2
Sca7,PDE4B,4
Sca7,PDE4A,2
Sca7,ERR3,1
Sca7,CP2D6,4
Sca7,MCL1,2
Sca7,LIPS,3
Sca7,AK1BA,15
Sca7,CAH5B,18
Sca7,CAH13,7
Sca7,TF,8
Sca7,PTGES,1
Sca7,NOS2,12
Sca7,SCN5A,1
Sca7,NK1R,36
Sca7,SOAT1,51
Sca7,LYAM2,2
Sca7,NK3R,18
Sca7,OPRX,80
Sca7,MCHR1,4
Sca7,AMPN,12
Sca7,S1PR3,12
Sca7,S1PR5,3
Sca7,S1PR4,3
Sca7,TRPM2,1
Sca7,CASPA,1
Sca7,CASP4,1
Sca7,PAI1,1
Sca7,PTPRB,14
Sca7,CAC1B,5
Sca7,S1PR1,12
Sca7,LKHA4,35
Sca7,EGFR,18
Sca7,GLR,2
Sca7,PMYT1,1
Sca7,PRGR,9
Sca7,EGLN1,1
Sca7,PTN1,11
Sca7,MK14,1
Sca7,5HT2B,18
Sca7,DRD3,24
Sca7,CASR,11
Sca7,AOC1,2
Sca7,GPR88,16
Sca7,S22A3,1
Sca7,S22A1,1
Sca7,S22A2,1
Sca7,S47A1,2
Sca7,S47A2,1
Sca7,AA3R,4
Sca7,PA24A,2
Sca7,NR1H3,48
Sca7,NR1H2,43
Sca7,GSTA1,2
Sca7,TSPO,2
Sca7,NR1I2,9
Sca7,RXRG,6
Sca7,RXRB,13
Sca7,CETP,1
Sca7,SCN2A,2
Sca7,TOP2A,1
Sca7,DRD2,20
Sca7,DRD4,22
Sca7,ADA1A,8
Sca7,CAN2,1
Sca7,FPR2,3
Sca7,UCHL3,1
Sca7,KCNB2,1
Sca7,PPARD,26
Sca7,BACE2,7
Sca7,5HT6R,23
Sca7,GRM3,10
Sca7,GRM2,36
Sca7,PGH1,10
Sca7,PTPRA,3
Sca7,CXCR1,8
Sca7,CXCR2,26
Sca7,GRB2,1
Sca7,V1AR,7
Sca7,PPAP,5
Sca7,NR1H4,4
Sca7,GRIA2,2
Sca7,DHB3,2
Sca7,NF2L2,1
Sca7,KMO,2
Sca7,HGFA,2
Sca7,DPOLB,1
Sca7,DPOLA,1
Sca7,RORG,13
Sca7,CP2A6,3
Sca7,MRGX1,1
Sca7,ACE,20
Sca7,C3AR,6
Sca7,DDX3X,1
Sca7,IMDH2,1
Sca7,PPIA,1
Sca7,EBP,5
Sca7,NMDZ1,27
Sca7,FADS1,10
Sca7,CP1A2,16
Sca7,PAR1,11
Sca7,TAAR1,20
Sca7,ERBB2,1
Sca7,KCMA1,8
Sca7,STAT3,1
Sca7,CP1B1,33
Sca7,FFAR4,7
Sca7,AK1C1,13
Sca7,AK1C2,13
Sca7,ADA1D,5
Sca7,ADA1B,7
Sca7,MAP11,1
Sca7,LOX12,3
Sca7,ELNE,18
Sca7,EAA2,18
Sca7,EAA3,10
Sca7,VDR,16
Sca7,MC4R,12
Sca7,MSHR,2
Sca7,MC5R,2
Sca7,MC3R,2
Sca7,GASR,1
Sca7,CAC1C,1
Sca7,CAC1S,1
Sca7,IDE,1
Sca7,NQO2,9
Sca7,CP2B1,1
Sca7,DLG4,1
Sca7,XIAP,1
Sca7,CAH15,5
Sca7,CAH3,1
Sca7,CP2DQ,2
Sca7,ACE2,24
Sca7,SC6A9,3
Sca7,CCKAR,1
Sca7,HRH1,7
Sca7,AK1A1,1
Sca7,5HT1A,4
Sca7,MMP16,4
Sca7,IL8,15
Sca7,KCJ11,1
Sca7,FABPL,3
Sca7,CLTR2,1
Sca7,ABCG2,2
Sca7,PDE5A,1
Sca7,KCNA3,1
Sca7,GPR35,1
Sca7,TA2R,13
Sca7,ATS4,3
Sca7,KCNC1,1
Sca7,LPAR3,2
Sca7,CP2CJ,1
Sca7,PDE7A,2
Sca7,AA2AR,2
Sca7,ERAP2,2
Sca7,LCAP,1
Sca7,PIN1,1
Sca7,PRTN3,8
Sca7,DHB2,1
Sca7,MAP2,4
Sca7,UTS2,1
Sca7,GHSR,13
Sca7,RORA,1
Sca7,MP2K1,33
Sca7,KIF11,35
Sca7,FDFT,31
Sca7,MK01,1
Sca7,CP24A,3
Sca7,CP1A1,37
Sca7,RAD1,1
Sca7,ACHA7,1
Sca7,LCK,1
Sca7,PK3CB,1
Sca7,PK3CA,1
Sca7,AOXA,3
Sca7,TBB3,1
Sca7,SIR3,1
Sca7,CATF,2
Sca7,GRIA4,1
Sca7,5HT7R,8
Sca7,ERG1,2
Sca7,BKRB1,11
Sca7,CA2D1,1
Sca7,NOS1,1
Sca7,DRD5,1
Sca7,DRD1,1
Sca7,GRIK3,1
Sca7,ACACB,2
Sca7,TERT,1
Sca7,PCNA,1
Sca7,5HT1D,1
Sca7,5HT1B,1
Sca7,AA1R,1
Sca7,ACACA,1
Sca7,AL5AP,1
Sca7,SCN9A,1
Sca7,SCN4A,1
Sca7,CBR1,1
Sca833,TAAR1,3
Sca833,ESR2,8
Sca833,ESR1,8
Sca833,PTN1,2
Sca833,MP2K1,19
Sca833,SIR2,3
Sca833,KCNH2,5
Sca833,TRPV1,1
Sca833,MOT1,3
Sca833,SC6A2,1
Sca833,PGH2,1
Sca833,5HT2B,1
Sca833,HRH3,2
Sca833,PE2R3,4
Sca833,PE2R4,4
Sca833,PPARD,1
Sca833,IL8,1
Sca833,ADRB2,6
Sca833,MTR1A,1
Sca833,MTR1B,1
Sca833,TA2R,2
Sca833,DHI1,1
Sca833,ADA1B,3
Sca833,ADA2A,4
Sca833,ADA1D,3
Sca833,ADA2B,3
Sca833,ADA2C,3
Sca833,ADA1A,5
Sca833,CNR2,1
Sca833,MK14,1
Sca833,PTPRA,7
Sca833,SGMR1,1
Sca833,SC6A4,1
Sca833,5HT2C,1
Sca833,NISCH,1
Sca833,5HT2A,1
Sca96,HDAC6,3
Sca96,S1PR1,1
Sca96,S1PR3,1
Sca96,OXDA,5
Sca96,CAH1,3
Sca96,CAH2,3
Sca96,ADA2A,2
Sca96,5HT6R,18
Sca96,HDAC1,4
Sca96,HDAC3,1
Sca96,HDAC8,2
Sca96,HDAC2,1
Sca96,AOFA,1
Sca96,VDR,9
Sca96,I23O1,1
Sca96,ANDR,3
Sca96,PTGES,1
Sca96,HMDH,1
Sca96,TDT,1
Sca96,MK14,1
Sca96,DRD3,3
Sca96,HYEP,1
Sca96,LOX15,9
Sca96,MCR,1
Sca96,GCR,1
Sca96,PRGR,1
Sca96,MTR1A,39
Sca96,MTR1B,41
Sca96,F16P1,5
Sca96,CP2A6,2
Sca96,SC6A4,43
Sca96,SC6A3,16
Sca96,OXER1,4
Sca96,GRIA1,6
Sca96,CAN1,1
Sca96,ADA2C,1
Sca96,5HT2B,14
Sca96,5HT2A,25
Sca96,5HT1B,33
Sca96,5HT1A,12
Sca96,5HT1D,8
Sca96,5HT1E,2
Sca96,5HT7R,8
Sca96,HRH1,1
Sca96,PERM,24
Sca96,MMP3,4
Sca96,MMP2,11
Sca96,CLK3,1
Sca96,CLK1,1
Sca96,DYR1A,1
Sca96,CASP1,5
Sca96,MMP1,13
Sca96,CATC,3
Sca96,5HT2C,24
Sca96,ACE,1
Sca96,ADRB2,3
Sca96,HRH3,1
Sca96,NQO2,2
Sca96,CATL1,2
Sca96,CATS,1
Sca96,PD2R2,1
Sca96,ACHA7,1
Sca96,PYGL,9
Sca96,PA2GA,1
Sca96,DRD2,4
Sca96,MMP8,3
Sca96,MMP9,3
Sca96,ADRB3,2
Sca96,ADRB1,2
Sca96,5HT4R,3
Sca96,NMDZ1,2
Sca96,SC6A2,1
Sca96,MMP7,1
Sca96,5HT5A,2
Sca96,AA3R,1
Sca96,ATS4,1
Sca96,MMP15,1
Sca96,MMP12,1
Sca96,ATS5,1
Sca96,MMP26,1
Sca96,MMP16,1
Sca96,MMP13,1
Sca96,MMP14,1
Sca96,IL8,1
Sca264383,TNFA,2
Sca163817,TNFA,7
Sca163818,TNFA,82
Sca150079,TNFA,42
Sca163870,TNFA,22
Sca264427,TNFA,1
Sca264425,TNFA,1
Sca264434,TNFA,6
Sca163807,TNFA,42
Sca265743,TNFA,3
Sca264364,TNFA,3
Sca264407,TNFA,19
Sca265741,TNFA,1
Sca265734,TNFA,4
Sca265722,TNFA,1
Sca265765,TNFA,2
Sca264357,TNFA,2
Sca164015,TNFA,2
Sca265812,TNFA,1
Sca264360,TNFA,2
Sca163977,TNFA,6
Sca1462,CATB,1
Sca1462,P2RX7,5
Sca1462,SCN9A,4
Sca1462,DPP4,1
Sca1462,DPP9,1
Sca1462,SEPR,2
Sca1462,DPP8,1
Sca1462,TNFA,1
Sca1462,PARP1,5
Sca1462,CNR2,4
Sca1462,HDAC4,2
Sca1462,HDAC1,2
Sca1462,HDAC6,2
Sca1462,PPCE,1
Sca1462,LRRK2,1
Sca163976,TNFA,2
Sca265739,TNFA,2
Sca265737,TNFA,2
Sca264459,TNFA,1
Sca264392,TNFA,1
Sca264372,TNFA,2
Sca265720,TNFA,1
Sca264375,TNFA,1
Sca264399,TNFA,1
Sca264436,TNFA,1
Sca264453,TNFA,1
Sca264369,TNFA,1
Sca265815,TNFA,2
Sca264450,TNFA,1
Sca265753,TNFA,1
Sca265816,TNFA,1
Sca265779,TNFA,1
Sca265809,TNFA,1
Sca264454,TNFA,1
Sca264422,TNFA,1
Sca264410,TNFA,1
Sca264444,TNFA,1
Sca264368,TNFA,1
Sca264382,TNFA,1
Sca264431,TNFA,1
Sca264387,TNFA,1
Sca265805,TNFA,1
Sca264447,TNFA,1
Sca264413,TNFA,1
Sca265763,TNFA,1
Sca265730,TNFA,1
Sca191521,GHRL,1
Sca191450,GHRL,16
Sca191454,GHRL,12
Sca191457,GHRL,1
Sca191539,GHRL,2
Sca191533,GHRL,1
Sca88025,GHRL,3
Sca88025,MTLR,20
Sca191447,GHRL,1
